#Dashing2 Asymmetric pairwise Output
#Dashing2Options: Dashing2Options;k:25;parsebyseq;trimchr;sketchsize:1024;sketchtype:fullsetsketch;Fastx;canon
#Sources	GCF_004804185_merge_contig	GCF_904863105_merge_contig	GCF_904863235_merge_contig	GCF_904863255_merge_contig	GCF_904863305_merge_contig	GCF_904863375_merge_contig	GCF_904863385_merge_contig	GCF_904863445_merge_contig	GCF_904864555_merge_contig	GCF_904864615_merge_contig	GCF_904864635_merge_contig	GCF_904865655_merge_contig	GCF_904866225_merge_contig	GCF_904866345_merge_contig	GCF_904866455_merge_contig	GCF_904866495_merge_contig	GCF_905071835_merge_contig	CFT073_merge_contig	H131800734_merge_contig	ST38_merge_contig
GCF_004804185_merge_contig	1	0.5029297	0.2783203	0.33496094	0.2890625	0.3310547	0.3017578	0.27441406	0.29589844	0.29296875	0.51660156	0.33398438	0.2998047	0.29003906	0.47753906	0.30566406	0.3330078	0.5126953	0.29101562	0.27734375
GCF_904863105_merge_contig	0.5029297	1	0.26464844	0.34960938	0.27929688	0.32910156	0.29882812	0.25585938	0.26953125	0.2841797	0.5439453	0.34765625	0.2919922	0.296875	0.49804688	0.27734375	0.32226562	0.59765625	0.29003906	0.2685547
GCF_904863235_merge_contig	0.2783203	0.26464844	1	0.36328125	0.46875	0.3515625	0.35351562	0.3046875	0.5683594	0.47460938	0.31054688	0.359375	0.3486328	0.34179688	0.31445312	0.4794922	0.37304688	0.29589844	0.4892578	0.3154297
GCF_904863255_merge_contig	0.33496094	0.34960938	0.36328125	1	0.42773438	0.4794922	0.3544922	0.30566406	0.38183594	0.43066406	0.3388672	0.82910156	0.3486328	0.32421875	0.35839844	0.4326172	0.49804688	0.31445312	0.39941406	0.3046875
GCF_904863305_merge_contig	0.2890625	0.27929688	0.46875	0.42773438	1	0.3984375	0.40625	0.32714844	0.4951172	0.9736328	0.32617188	0.41015625	0.40234375	0.36621094	0.35253906	0.77734375	0.3984375	0.29882812	0.70996094	0.33398438
GCF_904863375_merge_contig	0.3310547	0.32910156	0.3515625	0.4794922	0.3984375	1	0.3408203	0.3154297	0.3564453	0.39453125	0.34960938	0.4794922	0.33789062	0.35253906	0.3642578	0.3828125	0.5	0.32226562	0.3779297	0.33203125
GCF_904863385_merge_contig	0.3017578	0.29882812	0.35351562	0.3544922	0.40625	0.3408203	1	0.53125	0.3984375	0.40722656	0.328125	0.35351562	0.9736328	0.66796875	0.30859375	0.38183594	0.3466797	0.28515625	0.36132812	0.51660156
GCF_904863445_merge_contig	0.27441406	0.25585938	0.3046875	0.30566406	0.32714844	0.3154297	0.53125	1	0.33789062	0.33203125	0.29785156	0.3125	0.53515625	0.5498047	0.2763672	0.3330078	0.29882812	0.2685547	0.32714844	0.6328125
GCF_904864555_merge_contig	0.29589844	0.26953125	0.5683594	0.38183594	0.4951172	0.3564453	0.3984375	0.33789062	1	0.5029297	0.32226562	0.38085938	0.40039062	0.35253906	0.32617188	0.46875	0.40039062	0.29492188	0.46191406	0.34472656
GCF_904864615_merge_contig	0.29296875	0.2841797	0.47460938	0.43066406	0.9736328	0.39453125	0.40722656	0.33203125	0.5029297	1	0.33203125	0.4189453	0.4033203	0.37109375	0.3515625	0.78515625	0.39648438	0.30371094	0.71777344	0.3408203
GCF_904864635_merge_contig	0.51660156	0.5439453	0.31054688	0.3388672	0.32617188	0.34960938	0.328125	0.29785156	0.32226562	0.33203125	1	0.3388672	0.3203125	0.31445312	0.54296875	0.3154297	0.3388672	0.56933594	0.31640625	0.3125
GCF_904865655_merge_contig	0.33398438	0.34765625	0.359375	0.82910156	0.41015625	0.4794922	0.35351562	0.3125	0.38085938	0.4189453	0.3388672	1	0.34570312	0.3408203	0.35058594	0.43359375	0.4873047	0.32421875	0.3955078	0.3076172
GCF_904866225_merge_contig	0.2998047	0.2919922	0.3486328	0.3486328	0.40234375	0.33789062	0.9736328	0.53515625	0.40039062	0.4033203	0.3203125	0.34570312	1	0.6699219	0.3076172	0.38476562	0.3564453	0.2841797	0.3623047	0.5185547
GCF_904866345_merge_contig	0.29003906	0.296875	0.34179688	0.32421875	0.36621094	0.35253906	0.66796875	0.5498047	0.35253906	0.37109375	0.31445312	0.3408203	0.6699219	1	0.30078125	0.35253906	0.33984375	0.27148438	0.35351562	0.56640625
GCF_904866455_merge_contig	0.47753906	0.49804688	0.31445312	0.35839844	0.35253906	0.3642578	0.30859375	0.2763672	0.32617188	0.3515625	0.54296875	0.35058594	0.3076172	0.30078125	1	0.3232422	0.36914062	0.5283203	0.33496094	0.28027344
GCF_904866495_merge_contig	0.30566406	0.27734375	0.4794922	0.4326172	0.77734375	0.3828125	0.38183594	0.3330078	0.46875	0.78515625	0.3154297	0.43359375	0.38476562	0.35253906	0.3232422	1	0.3984375	0.30273438	0.73535156	0.33496094
GCF_905071835_merge_contig	0.3330078	0.32226562	0.37304688	0.49804688	0.3984375	0.5	0.3466797	0.29882812	0.40039062	0.39648438	0.3388672	0.4873047	0.3564453	0.33984375	0.36914062	0.3984375	1	0.328125	0.3876953	0.31054688
CFT073_merge_contig	0.5126953	0.59765625	0.29589844	0.31445312	0.29882812	0.32226562	0.28515625	0.2685547	0.29492188	0.30371094	0.56933594	0.32421875	0.2841797	0.27148438	0.5283203	0.30273438	0.328125	1	0.28515625	0.27539062
H131800734_merge_contig	0.29101562	0.29003906	0.4892578	0.39941406	0.70996094	0.3779297	0.36132812	0.32714844	0.46191406	0.71777344	0.31640625	0.3955078	0.3623047	0.35351562	0.33496094	0.73535156	0.3876953	0.28515625	1	0.328125
ST38_merge_contig	0.27734375	0.2685547	0.3154297	0.3046875	0.33398438	0.33203125	0.51660156	0.6328125	0.34472656	0.3408203	0.3125	0.3076172	0.5185547	0.56640625	0.28027344	0.33496094	0.31054688	0.27539062	0.328125	1
